ID,Year_Birth,Age,Generasi,Education,Marital_Status,Income,Economic_Stat,Kidhome,Teenhome,Dependent,Dt_Customer,Recency,Complain,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,mnttotal,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,totalpurchases,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,Response,totalacceptedcmp,Recency_Category
1109,1982,32,Milennial,Master,Married,27590.0,Lowest,1,0,1,2013-04-23,38,0,6.0,0,7,0,0,3,16.0,1,1,0,2,7,4,0,0,0,0,0,0,0,High Recency
6001,1979,35,Milennial,Bachelor,Married,56775.0,High,0,1,1,2013-01-02,62,0,614.0,35,160,58,35,35,937.0,2,5,7,10,5,24,0,0,0,0,0,0,0,High Recency
5538,1975,39,Gen X,Bachelor,Divorced,83829.0,Highest,0,0,0,2013-10-08,78,0,822.1000000000001,83,430,120,89,27,1571.1000000000001,1,4,7,6,2,18,1,0,1,0,1,1,4,High Recency
10552,1979,35,Milennial,Master,Married,54210.0,High,0,1,1,2013-05-20,18,0,70.0,54,109,80,9,45,367.0,2,4,1,7,5,14,0,0,0,0,0,0,0,Low Recency
1545,1986,28,Milennial,Bachelor,Married,38508.0,Low,1,0,1,2013-08-02,95,0,120.0,19,206,25,19,54,443.0,5,7,2,5,8,19,0,0,0,0,0,0,0,High Recency
7409,1970,44,Gen X,Bachelor,Married,53187.0,High,1,0,1,2013-10-26,66,0,211.0,2,30,7,7,10,267.0,2,4,1,6,5,13,0,0,0,0,0,0,0,High Recency
4444,1972,42,Gen X,Bachelor,Married,30023.0,Lowest,1,0,1,2014-03-24,28,0,11.0,0,16,7,6,21,61.0,1,2,0,3,8,6,0,0,0,0,0,0,0,Low Recency
146,1960,54,Gen X,PhD,Single,76045.0,Highest,0,0,0,2013-11-15,78,0,760.0,53,400,17,89,3,1322.0,1,4,5,11,2,21,1,0,0,0,0,0,1,High Recency
6271,1952,62,Boomers,PhD,Married,50870.0,Low,0,1,1,2014-06-19,13,0,53.0,0,8,0,0,3,64.0,1,2,0,3,5,6,0,0,0,0,0,0,0,Low Recency
10065,1970,44,Gen X,Master,Married,15315.0,Lowest,0,0,0,2013-08-03,27,0,7.0,4,13,15,8,17,64.0,2,2,0,4,5,8,0,0,0,0,0,0,0,Low Recency
4741,1974,40,Gen X,Master,Married,65463.0,High,1,0,1,2014-01-30,17,0,391.0,32,70,21,32,16,562.0,2,6,2,9,5,19,0,0,0,1,0,0,1,Low Recency
246,1965,49,Gen X,Bachelor,Married,66480.0,High,1,1,2,2014-05-31,71,0,199.0,9,57,20,21,6,312.0,5,4,1,7,4,17,0,0,0,0,0,0,0,High Recency
375,1954,60,Boomers,Bachelor,Divorced,76773.0,Highest,0,0,0,2013-02-25,79,0,516.0,56,449,86,33,16,1156.0,1,2,2,11,2,16,0,0,0,0,0,0,0,High Recency
1524,1983,31,Milennial,Master,Single,81698.0,Highest,0,0,0,2013-03-01,1,0,709.0,45,115,30,89,45,1033.0,1,8,2,5,5,16,1,0,0,0,0,1,2,Low Recency
10022,1973,41,Gen X,PhD,Single,54466.0,High,1,1,2,2014-02-09,78,0,12.0,0,7,0,0,3,22.0,1,1,0,2,5,4,0,0,0,0,0,0,0,High Recency
7451,1960,54,Gen X,Master,Single,98777.0,Highest,0,0,0,2014-02-17,23,0,822.1000000000001,19,499,120,89,38,1587.1000000000001,1,4,6,9,2,20,0,0,0,1,0,0,1,Low Recency
11010,1984,30,Milennial,PhD,Single,16269.0,Lowest,1,0,1,2013-08-30,75,0,19.0,3,18,3,1,3,47.0,3,3,0,3,8,9,0,0,0,0,0,0,0,High Recency
4356,1971,43,Gen X,Bachelor,Married,71819.0,Highest,0,1,1,2013-08-28,70,0,822.1000000000001,28,140,0,14,122,1126.1000000000001,3,3,3,5,6,14,0,0,0,1,1,0,2,High Recency
3885,1983,31,Milennial,PhD,Married,33569.0,Lowest,1,0,1,2013-10-16,10,0,16.0,2,18,3,0,24,63.0,1,1,1,2,8,5,0,0,1,0,0,1,2,Low Recency
1175,1983,31,Milennial,Master,Married,36262.0,Low,0,0,0,2013-09-20,24,0,88.0,39,54,64,28,122,395.0,1,3,5,3,6,12,0,0,1,0,0,1,2,Low Recency
880,1966,48,Gen X,Basic,Married,22634.0,Lowest,0,0,0,2013-01-16,47,0,6.0,23,11,8,6,46,100.0,1,2,1,2,8,6,0,0,0,0,0,0,0,High Recency
2320,1978,36,Milennial,Master,Married,47025.0,Low,0,1,1,2013-09-12,98,0,508.0,11,59,23,5,29,635.0,5,8,1,6,8,20,0,0,0,0,0,0,0,High Recency
850,1968,46,Gen X,Bachelor,Single,70566.0,Highest,0,1,1,2013-10-06,4,0,381.0,28,215,84,28,21,757.0,2,6,5,9,3,22,0,0,0,0,0,0,0,Low Recency
4713,1979,35,Milennial,PhD,Married,31605.0,Lowest,1,0,1,2012-11-22,15,0,74.0,0,42,2,1,6,125.0,2,2,1,4,7,9,0,0,0,0,0,0,0,Low Recency
675,1973,41,Gen X,Master,Divorced,52034.0,High,1,1,2,2013-05-17,67,0,146.0,0,93,7,13,73,332.0,5,4,2,5,7,16,0,0,0,0,0,0,0,High Recency
5025,1979,35,Milennial,Bachelor,Single,48526.0,Low,1,0,1,2013-12-24,32,0,23.0,17,23,43,20,9,135.0,1,2,1,4,3,8,0,0,0,0,0,0,0,High Recency
2308,1954,60,Boomers,Bachelor,Married,46734.0,Low,0,1,1,2012-11-18,40,0,110.0,5,137,26,23,29,330.0,2,6,1,5,7,14,0,0,0,0,0,0,0,High Recency
5995,1962,52,Gen X,Bachelor,Divorced,39552.0,Low,1,1,2,2012-12-18,54,0,165.0,3,147,4,24,41,384.0,5,6,2,5,8,18,0,0,0,0,0,1,1,High Recency
6749,1966,48,Gen X,Bachelor,Single,86358.0,Highest,1,1,2,2012-08-08,78,0,822.1000000000001,47,494,82,47,95,1587.1000000000001,4,5,3,6,8,18,0,0,0,0,0,0,0,High Recency
1010,1977,37,Milennial,Bachelor,Married,46931.0,Low,2,1,3,2014-04-24,94,0,41.0,0,17,3,1,16,78.0,2,1,1,3,3,7,0,0,0,0,0,0,0,High Recency
8977,1985,29,Milennial,Basic,Single,16581.0,Lowest,0,0,0,2013-01-12,51,0,6.0,3,7,2,3,11,32.0,1,1,0,3,4,5,0,0,0,0,0,0,0,High Recency
4756,1952,62,Boomers,Master,Divorced,63998.0,High,0,0,0,2013-12-20,42,0,176.0,29,499,0,33,112,849.0,1,7,6,11,4,25,0,0,0,0,0,1,1,High Recency
3412,1951,63,Boomers,Master,Married,67381.0,High,0,1,1,2013-01-15,67,0,815.0,8,53,11,0,70,957.0,4,2,2,9,7,17,0,0,0,1,0,0,1,High Recency
606,1967,47,Gen X,Bachelor,Single,25930.0,Lowest,1,1,2,2013-10-10,87,0,6.0,1,7,2,0,4,20.0,1,1,0,2,7,4,0,0,0,0,0,0,0,High Recency
5961,1978,36,Milennial,Bachelor,Married,42693.0,Low,1,0,1,2014-06-07,29,0,8.0,4,20,6,3,16,57.0,1,1,0,3,5,5,0,0,0,0,0,0,0,Low Recency
2975,1976,38,Milennial,Bachelor,Married,85606.0,Highest,0,1,1,2012-11-12,89,0,717.0,42,499,120,30,84,1492.0,2,6,7,9,3,24,1,0,0,0,0,0,1,High Recency
2894,1985,29,Milennial,Bachelor,Single,72903.0,Highest,0,0,0,2013-10-29,74,0,822.1000000000001,83,499,0,19,39,1462.1000000000001,1,7,5,8,4,21,1,0,0,1,1,1,4,High Recency
7613,1974,40,Gen X,Master,Married,49669.0,Low,1,0,1,2014-05-24,97,0,166.0,5,107,11,8,29,326.0,2,5,1,6,6,14,0,0,0,0,0,0,0,High Recency
10542,1968,46,Gen X,PhD,Married,36778.0,Low,1,1,2,2012-08-05,63,0,29.0,4,34,2,4,4,77.0,3,3,0,3,8,9,0,0,0,0,0,0,0,High Recency
8015,1962,52,Gen X,PhD,Divorced,85696.0,Highest,0,0,0,2013-05-03,88,0,714.0,76,395,116,0,12,1313.0,1,4,6,9,2,20,0,0,0,0,0,1,1,High Recency
10617,1989,25,Milennial,Master,Divorced,10979.0,Lowest,0,0,0,2014-05-22,34,0,8.0,4,10,2,2,4,30.0,2,3,0,3,5,8,0,0,0,0,0,0,0,High Recency
11166,1961,53,Gen X,Bachelor,Married,49678.0,Low,0,1,1,2013-02-02,81,0,229.0,5,56,3,2,20,315.0,2,6,2,4,7,14,0,0,0,0,0,0,0,High Recency
849,1953,61,Boomers,Master,Married,56129.0,High,0,1,1,2013-06-20,65,0,320.0,48,133,39,72,48,660.0,4,6,2,10,4,22,0,0,0,0,0,0,0,High Recency
523,1989,25,Milennial,Bachelor,Married,37155.0,Low,1,0,1,2013-01-31,51,0,23.0,0,26,7,15,3,74.0,1,2,0,4,5,7,0,0,0,0,0,0,0,High Recency
4066,1978,36,Milennial,Master,Divorced,21282.0,Lowest,1,0,1,2014-05-11,76,0,6.0,5,8,4,8,20,51.0,2,2,1,2,6,7,0,0,0,0,0,0,0,High Recency
8414,1962,52,Gen X,PhD,Single,33419.0,Lowest,0,1,1,2013-08-17,76,0,56.0,0,12,0,0,18,86.0,2,2,0,4,7,8,0,0,0,0,0,0,0,High Recency
819,1945,69,Boomers,Bachelor,Widow,63285.0,High,0,0,0,2013-11-05,84,0,508.0,83,249,50,38,122,1050.0,1,6,5,11,3,23,0,0,0,0,0,0,0,High Recency
4961,1974,40,Gen X,Master,Married,21255.0,Lowest,1,0,1,2014-01-21,56,0,29.0,0,25,2,2,3,61.0,4,2,1,4,4,11,0,0,0,0,0,0,0,High Recency
749,1981,33,Milennial,Bachelor,Married,42162.0,Low,1,0,1,2013-11-19,31,0,46.0,7,59,2,4,27,145.0,2,3,1,3,6,9,0,0,1,0,0,1,2,High Recency
5430,1956,58,Boomers,Bachelor,Married,54450.0,High,1,1,2,2012-09-14,0,0,454.0,0,171,8,19,32,684.0,5,8,2,8,8,23,0,0,0,0,0,0,0,Low Recency
7755,1954,60,Boomers,PhD,Married,57744.0,High,0,1,1,2013-11-12,91,0,350.0,3,39,0,0,19,411.0,2,8,1,4,8,15,0,0,0,0,0,0,0,High Recency
10525,1986,28,Milennial,Bachelor,Single,26576.0,Lowest,1,0,1,2012-10-13,40,0,10.0,0,8,0,0,9,27.0,1,1,0,2,8,4,0,0,1,0,0,1,2,High Recency
1453,1943,71,Boomers,PhD,Widow,57513.0,High,0,0,0,2013-07-06,59,0,735.0,40,183,52,20,30,1060.0,2,8,3,11,6,24,0,0,0,0,0,0,0,High Recency
8310,1964,50,Gen X,Bachelor,Married,68142.0,Highest,0,1,1,2012-08-29,96,0,822.1000000000001,83,196,91,89,37,1318.1000000000001,3,8,4,7,6,22,0,0,0,0,0,0,0,High Recency
10710,1979,35,Milennial,Bachelor,Married,7500.0,Lowest,0,1,1,2012-08-29,61,0,6.0,2,7,3,0,5,23.0,1,1,0,2,8,4,0,0,0,0,0,0,0,High Recency
5031,1974,40,Gen X,Bachelor,Married,83145.0,Highest,0,0,0,2012-09-22,14,0,777.0,35,499,39,89,114,1553.0,1,5,7,11,2,24,0,0,0,0,1,1,2,Low Recency
2613,1960,54,Gen X,Master,Married,54197.0,High,0,1,1,2014-04-03,16,0,162.0,6,37,6,13,13,237.0,2,1,3,6,2,12,0,0,0,0,0,0,0,Low Recency
213,1963,51,Gen X,PhD,Single,23091.0,Lowest,1,1,2,2014-05-28,98,0,35.0,0,11,0,0,3,49.0,4,2,1,3,7,10,0,0,0,0,0,0,0,High Recency
967,1976,38,Milennial,Bachelor,Married,46049.0,Low,1,1,2,2013-07-21,11,0,342.0,9,112,19,14,19,515.0,5,5,2,9,7,21,0,0,0,0,0,1,1,Low Recency
1077,1974,40,Gen X,Bachelor,Married,56715.0,High,0,0,0,2012-12-05,52,0,258.0,83,239,120,89,9,798.0,1,7,3,4,4,15,0,0,0,0,0,0,0,High Recency
7959,1961,53,Gen X,Bachelor,Married,79410.0,Highest,0,0,0,2014-05-29,19,0,658.0,80,483,120,13,13,1367.0,1,3,2,5,2,11,0,0,0,0,0,0,0,Low Recency
640,1951,63,Boomers,Bachelor,Married,57304.0,High,0,1,1,2013-03-11,61,0,356.0,80,329,120,17,106,1008.0,2,7,6,10,5,25,0,0,0,0,0,0,0,High Recency
4252,1965,49,Gen X,Bachelor,Married,44375.0,Low,0,1,1,2014-03-23,73,0,213.0,5,28,7,7,41,301.0,1,4,1,6,5,12,0,0,0,0,0,0,0,High Recency
8432,1956,58,Boomers,Bachelor,Married,54450.0,High,1,1,2,2012-09-14,0,0,454.0,0,171,8,19,32,684.0,5,8,2,8,8,23,0,0,0,0,0,0,0,Low Recency
6218,1965,49,Gen X,Bachelor,Married,59594.0,High,0,1,1,2012-10-20,74,0,457.0,4,29,0,0,9,499.0,1,8,1,7,7,17,0,0,0,1,0,0,1,High Recency
6905,1994,20,Gen Z,Bachelor,Married,80685.0,Highest,0,0,0,2012-08-22,55,0,241.0,45,499,34,26,54,899.0,1,6,4,10,2,21,0,0,0,0,0,0,0,High Recency
5922,1974,40,Gen X,PhD,Married,40344.0,Low,0,1,1,2013-10-13,48,0,210.0,0,7,0,0,3,220.0,2,4,1,5,7,12,0,0,0,0,0,0,0,High Recency
3598,1972,42,Gen X,Bachelor,Married,62710.0,High,0,1,1,2013-05-23,53,0,441.0,35,83,7,29,11,606.0,4,4,2,11,4,21,0,0,0,0,0,0,0,High Recency
6116,1968,46,Gen X,Master,Married,48985.0,Low,0,1,1,2013-07-05,13,0,19.0,13,18,10,7,8,75.0,1,1,1,3,3,6,0,0,0,0,0,0,0,Low Recency
6263,1968,46,Gen X,Bachelor,Married,35322.0,Lowest,1,2,3,2012-08-22,34,0,28.0,9,37,12,7,13,106.0,3,2,0,4,8,9,0,0,0,0,0,0,0,High Recency
10486,1948,66,Boomers,Bachelor,Married,77142.0,Highest,0,0,0,2013-05-29,54,0,476.0,75,162,29,89,97,928.0,1,4,4,8,2,17,0,0,0,0,0,0,0,High Recency
2410,1969,45,Gen X,Bachelor,Single,81657.0,Highest,0,0,0,2014-01-22,69,0,364.0,40,425,120,60,50,1059.0,1,3,4,8,2,16,0,0,0,0,0,0,0,High Recency
193,1996,18,Gen Z,Basic,Married,14421.0,Lowest,0,0,0,2014-02-17,81,0,6.0,0,7,3,3,8,27.0,1,1,0,2,5,4,0,0,1,0,0,0,1,High Recency
3363,1974,40,Gen X,Master,Married,20130.0,Lowest,0,0,0,2014-03-17,99,0,6.0,6,7,7,6,12,44.0,1,1,0,3,8,5,0,0,0,0,0,0,0,High Recency
8278,1990,24,Milennial,PhD,Married,74214.0,Highest,0,0,0,2012-08-26,3,0,822.1000000000001,83,499,86,89,33,1612.1000000000001,1,8,2,5,5,16,0,0,0,0,0,0,0,Low Recency
10660,1957,57,Boomers,Master,Married,66726.0,High,1,1,2,2014-01-12,61,0,349.0,7,35,0,0,47,438.0,3,8,2,4,7,17,0,0,0,1,0,0,1,High Recency
8686,1979,35,Milennial,Basic,Married,23724.0,Lowest,1,0,1,2013-01-08,65,0,6.0,23,15,0,18,14,76.0,2,2,0,3,8,7,0,0,0,0,0,0,0,High Recency
1604,1960,54,Gen X,Master,Married,47353.0,Low,0,1,1,2013-11-13,93,0,184.0,2,19,8,8,4,225.0,3,2,2,6,5,13,0,0,0,0,0,0,0,High Recency
5907,1952,62,Boomers,Master,Married,33444.0,Lowest,1,1,2,2012-11-03,24,0,8.0,0,8,0,0,3,19.0,1,1,0,2,8,4,0,0,0,0,0,0,0,Low Recency
10669,1981,33,Milennial,Bachelor,Married,54386.0,High,0,1,1,2013-05-17,8,0,277.0,21,64,62,21,25,470.0,2,3,2,10,3,17,0,0,0,0,0,0,0,Low Recency
2918,1981,33,Milennial,Bachelor,Divorced,28510.0,Lowest,1,1,2,2013-04-13,72,0,44.0,5,19,0,4,19,91.0,3,2,0,4,5,9,0,0,0,0,0,0,0,High Recency
5735,1991,23,Milennial,Master,Single,90638.0,Highest,0,0,0,2014-02-13,29,0,822.1000000000001,83,499,94,89,96,1683.1000000000001,1,3,4,10,2,18,0,0,0,0,1,0,1,Low Recency
359,1950,64,Boomers,Bachelor,Married,48070.0,Low,0,1,1,2013-01-13,33,1,373.0,14,83,6,9,19,504.0,3,8,2,6,7,19,0,0,0,0,0,0,0,High Recency
8387,1957,57,Boomers,Bachelor,Married,43140.0,Low,0,1,1,2013-01-05,68,0,134.0,8,76,6,0,11,235.0,1,4,1,5,6,11,0,0,0,0,0,0,0,High Recency
1829,1961,53,Gen X,PhD,Divorced,54959.0,High,0,1,1,2013-01-19,55,0,822.1000000000001,0,60,0,0,24,906.1000000000001,3,8,5,4,7,20,0,0,0,1,0,1,2,High Recency
3839,1958,56,Boomers,Basic,Single,15056.0,Lowest,1,1,2,2013-05-03,76,0,6.0,12,7,21,6,40,92.0,5,2,2,3,5,12,0,0,0,0,0,0,0,High Recency
9392,1971,43,Gen X,Bachelor,Single,26954.0,Lowest,1,0,1,2014-05-08,17,0,6.0,1,11,0,0,3,21.0,1,1,0,2,7,4,0,0,0,0,0,0,0,Low Recency
2292,1985,29,Milennial,Bachelor,Single,22327.0,Lowest,1,0,1,2013-08-02,94,0,6.0,4,8,2,0,5,25.0,1,1,0,3,5,5,0,0,0,0,0,0,0,High Recency
10466,1965,49,Gen X,Bachelor,Married,44393.0,Low,1,1,2,2013-08-22,86,0,24.0,2,20,2,2,10,60.0,2,1,0,4,4,7,0,0,0,0,0,0,0,High Recency
9855,1952,62,Boomers,PhD,Single,62000.0,High,0,1,1,2013-08-25,25,0,822.1000000000001,0,101,0,0,20,943.1000000000001,1,6,6,11,4,24,1,0,0,0,0,0,1,Low Recency
4088,1962,52,Gen X,PhD,Married,31497.0,Lowest,0,1,1,2012-12-06,22,0,108.0,1,28,13,1,4,155.0,2,3,1,4,8,10,0,0,0,0,0,0,0,Low Recency
5231,1974,40,Gen X,Master,Married,45894.0,Low,0,2,2,2014-02-27,15,0,27.0,2,7,0,2,13,51.0,1,1,0,3,5,5,0,0,0,0,0,0,0,Low Recency
590,1970,44,Gen X,Master,Divorced,78579.0,Highest,0,0,0,2012-12-22,35,0,816.0,66,499,120,66,99,1666.0,1,5,6,4,3,16,0,0,0,0,0,1,1,High Recency
8732,1969,45,Gen X,Master,Widow,67369.0,High,0,1,1,2012-11-17,81,0,822.1000000000001,0,70,37,14,42,985.1000000000001,4,7,4,10,4,25,0,0,0,1,1,1,3,High Recency
2315,1960,54,Gen X,Bachelor,Divorced,58401.0,High,0,1,1,2014-04-20,55,0,10.0,0,11,17,29,29,96.0,1,1,2,2,4,6,0,0,0,0,0,0,0,High Recency
3515,1952,62,Boomers,Bachelor,Single,62307.0,High,0,1,1,2014-02-17,94,0,87.0,13,34,10,6,10,160.0,1,4,0,4,5,9,0,0,0,0,0,0,0,High Recency
2245,1969,45,Gen X,Master,Married,43641.0,Low,1,1,2,2013-04-22,50,0,57.0,2,51,4,2,23,139.0,3,2,1,4,6,10,0,0,0,0,0,0,0,High Recency
6283,1968,46,Gen X,Master,Divorced,63841.0,High,0,1,1,2013-04-21,64,0,635.0,15,100,20,7,122,899.0,1,8,3,9,6,21,0,0,0,0,0,0,0,High Recency
2246,1965,49,Gen X,Master,Married,46891.0,Low,0,1,1,2013-09-01,91,0,43.0,12,23,29,15,61,183.0,1,2,1,4,4,8,0,0,0,0,0,0,0,High Recency
6606,1969,45,Gen X,Master,Married,70091.0,Highest,1,0,1,2013-03-31,11,0,822.1000000000001,34,137,15,0,11,1019.1000000000001,2,5,2,10,8,19,0,0,0,1,0,0,1,Low Recency
5545,1972,42,Gen X,PhD,Married,78075.0,Highest,0,0,0,2014-04-05,72,0,572.0,8,259,34,35,80,988.0,1,3,5,5,2,14,0,0,0,0,0,0,0,High Recency
7342,1961,53,Gen X,Master,Widow,59184.0,High,0,1,1,2012-09-09,6,0,341.0,83,113,120,89,66,812.0,3,6,6,11,5,26,0,0,0,0,0,0,0,Low Recency
837,1977,37,Milennial,Bachelor,Married,54809.0,High,1,1,2,2013-09-11,0,0,63.0,6,57,13,13,22,174.0,4,2,1,5,4,12,0,0,0,0,0,0,0,Low Recency
9500,1959,55,Boomers,Bachelor,Married,58113.0,High,0,1,1,2013-01-25,66,1,221.0,83,169,102,78,84,737.0,3,8,2,8,7,21,0,0,0,0,0,0,0,High Recency
3602,1958,56,Boomers,Master,Married,51412.0,High,0,1,1,2013-12-31,42,0,140.0,3,29,4,5,14,195.0,2,3,2,4,4,11,0,0,0,0,0,0,0,High Recency
234,1979,35,Milennial,Bachelor,Divorced,15287.0,Lowest,1,0,1,2012-10-10,60,0,6.0,2,8,4,3,13,36.0,2,1,1,2,7,6,0,0,1,0,0,1,2,High Recency
2995,1957,57,Boomers,Master,Married,66636.0,High,0,0,0,2013-08-17,64,0,291.0,10,499,84,10,3,897.0,1,3,4,9,2,17,0,0,0,0,0,0,0,High Recency
1118,1956,58,Boomers,Master,Married,50965.0,Low,0,1,1,2013-02-20,87,0,544.0,13,85,8,6,29,685.0,3,8,4,5,8,20,0,0,1,0,0,0,1,High Recency
7789,1965,49,Gen X,PhD,Married,84618.0,Highest,0,0,0,2013-11-22,96,0,684.0,83,499,21,66,3,1356.0,1,6,7,10,2,24,0,0,0,0,1,0,1,High Recency
3068,1990,24,Milennial,Bachelor,Married,18351.0,Lowest,0,0,0,2013-10-29,1,0,6.0,12,9,0,14,7,48.0,1,2,0,3,7,6,0,0,0,0,0,0,0,Low Recency
8955,1957,57,Boomers,PhD,Married,40451.0,Low,0,2,2,2014-02-16,54,0,35.0,0,7,0,0,10,52.0,1,1,1,2,5,5,0,0,1,0,0,0,1,High Recency
945,1965,49,Gen X,Bachelor,Married,36317.0,Low,0,1,1,2013-05-22,53,0,87.0,3,25,3,2,13,133.0,2,3,0,4,7,9,0,0,0,0,0,0,0,High Recency
5644,1957,57,Boomers,Bachelor,Married,42213.0,Low,0,1,1,2013-10-12,96,0,309.0,3,24,4,3,20,363.0,2,5,1,7,7,15,0,0,0,1,0,0,1,High Recency
7192,1955,59,Boomers,Bachelor,Married,65748.0,High,0,1,1,2013-04-15,58,1,172.0,73,93,95,78,34,545.0,2,2,4,10,2,18,0,0,0,0,0,0,0,High Recency
2324,1972,42,Gen X,Bachelor,Married,77044.0,Highest,0,1,1,2013-10-27,12,0,625.0,38,242,50,34,76,1065.0,2,7,7,11,4,27,0,0,1,0,0,0,1,Low Recency
697,1969,45,Gen X,Bachelor,Married,74918.0,Highest,0,0,0,2013-03-12,78,0,822.1000000000001,59,499,25,19,59,1483.1000000000001,1,5,7,6,3,19,0,0,0,0,1,0,1,High Recency
3439,1972,42,Gen X,Bachelor,Married,56721.0,High,1,1,2,2012-10-31,64,0,157.0,6,39,6,13,75,296.0,5,4,1,5,6,15,0,0,0,0,0,0,0,High Recency
1506,1975,39,Gen X,Bachelor,Single,42160.0,Low,1,1,2,2013-06-28,26,0,48.0,9,45,3,15,20,140.0,4,2,1,4,6,11,0,0,0,0,0,1,1,Low Recency
232,1965,49,Gen X,Bachelor,Single,61559.0,High,0,1,1,2013-07-17,8,0,279.0,83,88,32,14,34,530.0,1,4,2,10,3,17,0,0,0,0,0,0,0,Low Recency
8876,1963,51,Gen X,PhD,Married,33629.0,Lowest,1,1,2,2012-08-08,49,0,132.0,0,16,0,0,4,152.0,5,3,1,4,8,13,0,0,0,0,0,0,0,High Recency
4500,1991,23,Milennial,PhD,Married,68682.0,Highest,0,0,0,2013-10-06,56,0,822.1000000000001,0,499,99,30,45,1495.1000000000001,1,4,7,10,2,22,0,0,0,0,0,0,0,High Recency
9739,1963,51,Gen X,Bachelor,Single,34377.0,Lowest,0,1,1,2013-01-19,55,0,62.0,0,22,3,1,26,114.0,2,2,2,2,7,8,0,0,0,0,0,0,0,High Recency
10395,1986,28,Milennial,Basic,Single,8940.0,Lowest,1,0,1,2012-08-22,25,0,6.0,45,7,4,6,42,110.0,3,3,1,3,8,10,0,0,0,0,0,0,0,Low Recency
1176,1973,41,Gen X,Bachelor,Married,26228.0,Lowest,1,0,1,2013-09-22,50,0,6.0,6,7,3,1,9,32.0,1,1,0,2,8,4,0,0,0,0,0,0,0,High Recency
1627,1957,57,Boomers,Master,Divorced,77297.0,Highest,0,0,0,2013-01-26,84,0,408.0,61,109,48,89,41,756.0,1,5,7,9,4,22,1,0,0,0,0,0,1,High Recency
938,1981,33,Milennial,Bachelor,Married,40211.0,Low,1,1,2,2013-07-30,30,0,51.0,1,7,2,1,25,87.0,2,2,1,2,8,7,0,0,1,0,0,0,1,Low Recency
2740,1958,56,Boomers,PhD,Widow,33438.0,Lowest,1,1,2,2013-09-22,81,0,62.0,1,16,3,2,6,90.0,4,2,1,4,5,11,0,0,0,0,0,0,0,High Recency
257,1959,55,Boomers,PhD,Married,75032.0,Highest,0,1,1,2013-04-28,74,0,822.1000000000001,12,180,47,12,12,1085.1000000000001,2,5,4,9,3,20,0,0,0,0,0,0,0,High Recency
4058,1955,59,Boomers,PhD,Single,61284.0,High,0,0,0,2013-10-12,76,0,618.0,15,106,20,7,45,811.0,1,8,2,8,6,19,0,0,0,1,0,0,1,High Recency
7736,1986,28,Milennial,Bachelor,Married,22518.0,Lowest,1,0,1,2012-10-22,36,0,11.0,7,12,2,2,27,61.0,2,2,1,2,5,7,0,0,1,0,0,1,2,High Recency
8210,1975,39,Gen X,Master,Married,54730.0,High,0,1,1,2013-08-15,64,0,318.0,3,17,4,7,56,405.0,5,4,1,8,4,18,0,0,0,0,0,0,0,High Recency
833,1955,59,Boomers,Master,Married,38452.0,Low,1,1,2,2014-03-30,62,0,56.0,0,14,0,0,3,73.0,3,3,0,3,7,9,0,0,0,0,0,0,0,High Recency
6230,1971,43,Gen X,Bachelor,Divorced,44421.0,Low,1,1,2,2013-02-15,53,0,110.0,5,59,7,1,7,189.0,5,5,0,4,8,14,0,0,0,0,0,0,0,High Recency
7325,1986,28,Milennial,PhD,Married,38197.0,Low,1,0,1,2013-06-29,86,0,23.0,0,11,2,1,3,40.0,1,1,0,3,5,5,0,0,0,0,0,0,0,High Recency
1307,1978,36,Milennial,Bachelor,Divorced,41986.0,Low,0,1,1,2014-02-09,15,0,27.0,5,8,8,3,12,63.0,3,3,0,4,4,10,0,0,0,0,0,0,0,Low Recency
1502,1983,31,Milennial,Bachelor,Married,28427.0,Lowest,1,0,1,2013-03-21,67,0,18.0,3,19,3,3,6,52.0,2,2,0,3,8,7,0,0,0,0,0,0,0,High Recency
6211,1976,38,Milennial,PhD,Married,37395.0,Low,1,0,1,2014-05-02,47,0,18.0,0,9,0,1,11,39.0,1,1,0,3,6,5,0,0,0,0,0,0,0,High Recency
843,1971,43,Gen X,Bachelor,Married,64722.0,High,1,0,1,2014-05-26,47,0,303.0,0,280,60,89,15,747.0,4,8,2,11,6,25,0,0,0,0,0,0,0,High Recency
4174,1956,58,Boomers,Master,Married,55249.0,High,0,1,1,2014-04-17,81,0,97.0,1,19,2,0,11,130.0,1,2,1,4,3,8,0,0,0,0,0,0,0,High Recency
9757,1972,42,Gen X,Bachelor,Married,84906.0,Highest,0,0,0,2013-10-04,98,0,822.1000000000001,15,414,99,30,76,1456.1000000000001,1,5,6,11,2,23,0,1,0,1,1,0,3,High Recency
6918,1989,25,Milennial,Bachelor,Married,28691.0,Lowest,1,0,1,2013-07-04,56,0,6.0,4,13,8,0,4,35.0,1,1,0,3,8,5,0,0,0,0,0,0,0,High Recency
286,1952,62,Boomers,Bachelor,Single,44213.0,Low,1,1,2,2013-11-29,48,0,95.0,11,35,0,4,7,152.0,4,2,1,5,6,12,0,0,0,0,0,0,0,High Recency
